comment_text,user_id,date_created,num_likes,num_replies,source,clean_comment,evidence_labels,is_evidence
I got more than that for around 10k of Lloyds shares.,Lizzy,"""2024-06-27T10:18:13.000Z""",1,3,tiktok,i got more than that for around k of lloyds shares,[],0
10+++++ 😂🤣,pfbid036CTYeHCoLM4p5tD8HNk5RSEzv69WnxUdhVqHVcvJLnw598H28sJPpJs9VcVWdhZ1l,"""2024-07-03T15:41:57.000Z""",0,0,facebook,,,0
Rachel Elizabethpretty sure we’ve been doing this for like 15 years,pfbid0t264hQqaETXApxDy6MQyowojwFg7fZS3Ux9oob4jWfUG4t6tuLGZhjr67E1a9oBXl,"""2024-01-14T21:08:10.000Z""",0,1,facebook,rachel elizabethpretty sure weve been doing this for like years,[],0
Shanice Jamison us! 😂,pfbid0vcUGFikLSDrEUqzRWDkT4q9nBakUtxj9EXvBDFmGLyzs4W9VQEhoA1QwwqtpwmZCl,"""2024-01-14T04:06:21.000Z""",0,1,facebook,shanice jamison us,[],0
"Anything goes for the first place in the group! ⚔️🏆 Real Madrid and Chelsea will duel for the lead of the key! It's a game on Tuesday, live at @streammaxbr (",TNT███rts███,"""2024-12-16T00:00:00.000Z""",33,2,twitter,anything goes for the first place in the group real madrid and chelsea will duel for the lead of the key its a game on tuesday live at streammaxbr,[],0
"👏 @GabsGeorge on the attack!

#MUWomen",Man███Wom███,"""2024-12-15T15:27:16.000Z""",627,3,twitter,gabsgeorge on the attack muwomen,"['violence', 'harassment']",1
"It's champion! 🏆 

See the penalty shootout that gave the title to Celtic of the Scottish League Cup against Rangers 

#Futebolnaespn",ESP███asi███,"""2024-12-15T18:32:52.000Z""",25,0,twitter,its champion see the penalty shootout that gave the title to celtic of the scottish league cup against rangers futebolnaespn,[],0
The best collection,oxf███shi███rid█████████mak██████,2024-11-24T08:31:29.000Z,1,2,instagram,the best collection,[],0
"I've made some ""So Good"" Spotify playlists!

🔗 3 Hours (20 total streams):",dea███unj███e,"""2024-12-13T19:57:04.000Z""",124,2,twitter,ive made some so good spotify playlists hours total streams,[],0
Wonderful photo 😍😍😍👏👏👏,ste███o_n███i,2024-01-05T13:42:35.000Z,1,1,instagram,wonderful photo,[],0
Welcome to Jordan 😍🔥❤️,exp███e__███dan███,2024-04-21T10:05:13.000Z,1,1,instagram,welcome to jordan,[],0
The appointments set up a potential conflict in the next administration — not least with Trump himself.,bus███ss,"""2024-12-16T04:37:06.000Z""",10,6,twitter,the appointments set up a potential conflict in the next administration not least with trump himself,['toxic'],1
So deserving!!!!,pfbid0xoovc2mYvAB6gkJgbGGCp8GrqPerVQMFVCnTqqp7yFwCKTaj9NRAKypojnDqBS8Sl,"""2022-02-25T03:26:22.000Z""",0,0,facebook,so deserving,[],0
What such idyllic sites 👏👏👏👏.,ern███obe███lal██████,2023-01-10T15:38:49.000Z,1,1,instagram,what such idyllic sites,[],0
Rourke Moran,pfbid02y6By7ySUuCA2PBAmuBXJXJ3wjHTgtZjciKznvW8cYmkG8G4SLv4Mngq4pezg9Shul,"""2024-01-13T16:23:24.000Z""",0,0,facebook,rourke moran,[],0
BNDES lends R $ 1.1 billion for Embraer aircraft export,CNN███sil███,"""2024-12-15T22:19:34.000Z""",114,8,twitter,bndes lends r billion for embraer aircraft export,[],0
❤️,cha███ith███ong███,2024-11-26T06:09:42.000Z,1,1,instagram,,,0
Where does the 1mill come from,moi███️,"""2024-07-30T18:52:33.000Z""",0,0,tiktok,where does the mill come from,[],0
🙌🔥🙌🔥,har███_91███sha██████,2022-02-11T20:02:56.000Z,1,1,instagram,,,0
"Great vid here Jubair. I love holding my cash in Trading212. I do keep a reserve in my normal bank account though, just in the case of an emergency",Mon███Lan███ina█████████,"""2024-07-02T21:03:52.000Z""",1,1,tiktok,great vid here jubair i love holding my cash in trading i do keep a reserve in my normal bank account though just in the case of an emergency,[],0
"Destroying someone's life? Omri Asnaheim @ssenomri is honestly answered

Tonight #meeting with Ronnie Kuben @ronikuban after the news here 11 and here Box",kann,"""2024-12-07T14:20:00.000Z""",15,3,twitter,destroying someones life omri asnaheim ssenomri is honestly answered tonight meeting with ronnie kuben ronikuban after the news here and here box,"['violence', 'toxic', 'harassment']",1
Thank you that cleared things up,Sco███gca███,"""2024-07-23T20:15:36.000Z""",1,0,tiktok,thank you that cleared things up,[],0
Wonder,raf███uiz███,2024-11-24T19:18:45.000Z,1,1,instagram,wonder,[],0
Troy Deeney calls on Jack Grealish to quit Man City to save his career,tal███ORT███,"""2024-12-15T13:37:00.000Z""",50,13,twitter,troy deeney calls on jack grealish to quit man city to save his career,[],0
HAPPY BIRTHDAY to all,pfbid028q8oGqDtdKgeyWDBPFeN3pUakRzRg5q5R3KWEskBwFfnfg6rX7te9PRuimPVk9HLl,"""2024-07-10T15:23:44.000Z""",0,0,facebook,happy birthday to all,[],0
Amazing work Tala,zai███gh,2023-08-19T15:39:54.000Z,1,1,instagram,amazing work tala,[],0
"Ever thought about diversifying with a higher risk/reward etf like SMH, say at a 90/10% split?",Killy,"""2024-08-15T18:07:31.000Z""",0,1,tiktok,ever thought about diversifying with a higher riskreward etf like smh say at a split,[],0
"#Official War Elephant joins the Turkmenistan Group, Chinese Taipei, Sri Lanka Asian Cup 2027 Qualifier

#War elephants #Thai national team #asiancup2027",Cha███uek███,"""2024-12-09T07:49:13.000Z""",118,3,twitter,official war elephant joins the turkmenistan group chinese taipei sri lanka asian cup qualifier war elephants thai national team asiancup,['violence'],1
😁,Sme███ath███y,"""2024-11-15T02:56:06.000Z""",1,1,tiktok,,,0
I w/d my account today,use███083███832███,"""2024-07-25T20:22:20.000Z""",1,0,tiktok,i wd my account today,[],0
🔥🔥🔥❤️🙌,luc███ram███oba██████,2023-11-19T17:22:10.000Z,1,1,instagram,,,0
"I made $32,500 working from home all thanks to my broker @Levi",Mar███ane███,"""2024-07-30T19:23:32.000Z""",0,0,tiktok,i made working from home all thanks to my broker levi,[],0
"Is the train with fate Santos? 👀 Zé Rafael, Palmeiras steering wheel, should be the new reinforcement of the fish for the next seasons. The player would arrive at Alvinegro on a 1 year loan. 

🗞️: @donricadinho",TNT███rts███,"""2024-12-15T19:22:50.000Z""",390,9,twitter,is the train with fate santos z rafael palmeiras steering wheel should be the new reinforcement of the fish for the next seasons the player would arrive at alvinegro on a year loan donricadinho,[],0
"Actresses Fernanda Torres and Fernanda Montenegro are featured in a story from the New York Times. The newspaper talks about Oscar's chance of ""I'm Still Here"", the first original movie of Globoplay.

➡ Watch #globonews:",Glo███ews███,"""2024-12-15T18:26:30.000Z""",208,23,twitter,actresses fernanda torres and fernanda montenegro are featured in a story from the new york times the newspaper talks about oscars chance of im still here the first original movie of globoplay watch globonews,[],0
{🐱👑😌🌼🗻Life is too short to waste it.😻https://souvanatong.vercel.app/,61555115586726,"""2024-01-09T00:51:40.000Z""",0,0,facebook,life is too short to waste it,[],0
Beautiful bottle😍😍😍,rac███lgu███rre██████,2024-11-12T23:08:40.000Z,1,1,instagram,beautiful bottle,[],0
jubair is a Muslim name,Fol███_To███spi███,"""2024-10-03T14:31:27.000Z""",2,0,tiktok,jubair is a muslim name,[],0
A unique and incredible experience. You are beautiful. Enjoy the fullest Bella😍,lrr███hio███,2022-11-13T23:33:03.000Z,1,1,instagram,a unique and incredible experience you are beautiful enjoy the fullest bella,[],0
How much?,ram███ess███lsh██████,2024-07-13T01:19:22.000Z,2,1,instagram,how much,[],0
Travis Kyle Riya Taylor we really committed to snap being our only source of texting for like 6 years now😂,pfbid0933HU9PVFct6k3ZQKaYq3o1cMVizS747EhEEckmtJUWmmHtYQMRGi3aCcsGTyjXnl,"""2024-01-18T14:48:15.000Z""",0,0,facebook,travis kyle riya taylor we really committed to snap being our only source of texting for like years now,[],0
DONT SIGN UP FOR THE 36 MONTH CONTRACT.  YOU WILL LEARN AS I HAVE THAT IT IS THE BIGGEST MISTAKE OF YOUR LIFE,pfbid02mYx5J2RZrREwKWpmXcpF2kjygi9PouVvSX75vXv6k5hKKUhuyGHy4u5C1bCKkP2Hl,"""2023-06-13T19:26:48.000Z""",0,0,facebook,dont sign up for the month contract you will learn as i have that it is the biggest mistake of your life,"['toxic', 'misinformation']",1
My personal choice is to text people on the second floor of our house so I don't have to yell from the kitchen or walk up stairs. Lol,pfbid0DxQVJUsVF2JJyQH2NNimRzCmAjWaRBRsinw1zMQoDy3aC7xubt5CuuUQSDjS3qhCl,"""2024-01-12T04:46:28.000Z""",0,0,facebook,my personal choice is to text people on the second floor of our house so i dont have to yell from the kitchen or walk up stairs lol,[],0
Where you get 100 per day?,tri███san███,"""2024-11-15T12:52:25.000Z""",3,3,tiktok,where you get per day,[],0
"With Professor Matheus Carvalho, really sensational 👏👏👏👏",tic███cau███,2024-11-14T00:16:19.000Z,3,1,instagram,with professor matheus carvalho really sensational,[],0
"Other people: Milo
Others: Ovaltine
Hair: Viol 🥰🥰",た。,"""2024-02-10T10:44:02.000Z""",0,0,tiktok,other people milo others ovaltine hair viol,"['violence', 'harassment']",1
What is brain rot? The science behind what obsessive scrolling does to our brains,nyp███,"""2024-12-15T19:31:24.000Z""",57,16,twitter,what is brain rot the science behind what obsessive scrolling does to our brains,['toxic'],1
Cute!!,que███har███4,2024-11-29T22:14:27.000Z,1,2,instagram,cute,[],0
@Gabriel Rodrigues is the reason for my successful withdrawal,Jul███nma███,"""2024-09-04T22:12:03.000Z""",1,1,tiktok,gabriel rodrigues is the reason for my successful withdrawal,[],0
How about you use your social media to update customers about the HUGE outage you have! What is your plan for restoring service to the customers?,pfbid0HmzZ1hECuP7L8nT3SLmcFbquvYwnECemDn8db7KAG1JCR7XETNjJoMXs15o1f1Zbl,"""2024-02-22T15:33:37.000Z""",0,2,facebook,how about you use your social media to update customers about the huge outage you have what is your plan for restoring service to the customers,[],0
StrongBuy #SAE #SimecAtlantisEnergy,Hid███GEM███ec,"""2024-08-19T22:19:39.000Z""",0,0,tiktok,strongbuy sae simecatlantisenergy,[],0
Europeans are hoping they can spend more on defence without giving up the good life. Can it be done?,The███nom███,"""2024-12-15T19:17:04.000Z""",45,13,twitter,europeans are hoping they can spend more on defence without giving up the good life can it be done,[],0
"We are underway in the final #BarclaysWSL game of 2024 😢

@LiverpoolFCW 🆚 @ArsenalWFC",Bar███ysW███,"""2024-12-15T14:31:26.000Z""",451,7,twitter,we are underway in the final barclayswsl game of liverpoolfcw arsenalwfc,[],0
"Very interesting and important subjects were addressed today, super productive meeting",qua███ave███ras███,2024-10-30T23:33:48.000Z,1,1,instagram,very interesting and important subjects were addressed today super productive meeting,[],0
Tennessee cop killed in shootout with ‘suspicious’ gunman reported lurking around neighborhood,nyp███,"""2024-12-16T01:28:11.000Z""",189,31,twitter,tennessee cop killed in shootout with suspicious gunman reported lurking around neighborhood,['violence'],1
"Thank you, I appreciate the reply👍👍",jac███_32███,"""2024-10-10T22:29:37.000Z""",0,1,tiktok,thank you i appreciate the reply,[],0
Is snp 500 halal?,Vik███rot███ ރ,"""2024-10-24T14:29:10.000Z""",1,1,tiktok,is snp halal,[],0
Did Bill Belichick Just Miss Out on the Jets Job Opportunity?,nyp███,"""2024-12-15T23:59:05.000Z""",23,27,twitter,did bill belichick just miss out on the jets job opportunity,[],0
"1️⃣5️⃣ minutes until kick-off ⏱️

Come on United! 👏

#MUWomen",Man███Wom███,"""2024-12-15T13:45:41.000Z""",334,1,twitter,minutes until kickoff come on united muwomen,[],0
Mines down 200 now after been up 100 last week,Koa███e_f███_ou█████████,"""2024-09-06T05:23:29.000Z""",2,3,tiktok,mines down now after been up last week,[],0
Glad I put mine in an isa at 5.5 for two years,use███807███655███,"""2024-09-06T19:00:55.000Z""",2,3,tiktok,glad i put mine in an isa at for two years,[],0
Laura Elizabeth,pfbid032PCTeSUJcppHT4kjWVNEeDHETqoiEt8S91qLNCGS6CUAedPzTitLP6UQKifTJyC4l,"""2024-01-12T21:11:48.000Z""",0,1,facebook,laura elizabeth,[],0
"""I'm the one who can destroy Pantoja.""

@ManelKape wants a title fight next! #UFCTampa",ufc,"""2024-12-15T05:27:32.000Z""",1257,97,twitter,im the one who can destroy pantoja manelkape wants a title fight next ufctampa,['violence'],1
Hm,aly███mee███,2024-06-28T18:09:38.000Z,1,1,instagram,hm,[],0
Damol is all collected 🗿,หมา███งบ้███็เเ█████████ู💩███,"""2024-02-10T12:08:15.000Z""",3,0,tiktok,damol is all collected,"['toxic', 'violence']",1
"AT&T, trying to reach a manager in the United States to resolve my billing issue. I’ve called your 800# multiple times & I keep getting connected to someone offshore. Hard to understand. They say they can’t connect me to anyone in the States. WTH? Tried to chat feature and got disconnected twice. What is going on there? I’m a 30+ year LOYAL customer. Need to talk to a manager…IN the United States!! Getting very close to cancelling my service. 

A very frustrated loyal customer!",pfbid0Un7EB7nTCvkL5nUGaJoUQGddw8YtNQ493FrwWZbgBrr8xzWkrA7ujHoihSB9hoNHl,"""2023-12-11T23:50:55.000Z""",0,2,facebook,att trying to reach a manager in the united states to resolve my billing issue ive called your multiple times i keep getting connected to someone offshore hard to understand they say they cant connect me to anyone in the states wth tried to chat feature and got disconnected twice what is going on there im a year loyal customer need to talk to a managerin the united states getting very close to cancelling my service a very frustrated loyal customer,[],0
